"UNC_Marchetti_diatom_cultures_all_LOBSTAHS_IDs_pos.csv, lipids identified in West Antarctic diatom isolates provided by A. Marchetti and C. Moreno, University of North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 14-22 of this speadsheet are raw chromatographic peak areas; the .xlsx file UNC_Marchetti_diatom_cultures_IP-DAG_pmol_totals.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,cultures,QC,Marchetti_diatom_culture_extract_A_act_1_QE002909,Marchetti_diatom_culture_extract_A_act_2_QE002910,Marchetti_diatom_culture_extract_Ch_sp_DNA_QE002911,Marchetti_diatom_culture_extract_F_cyl_1_QE002907,Marchetti_diatom_culture_extract_F_cyl_1_QE002908,Marchetti_diatom_culture_extract_Thalass_1_QE002905,Marchetti_diatom_culture_extract_Thalass_2_QE002906,QC_QE002903,QC_QE002915,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
402,59,DGDG 36:7 +1O,C51H82O16,968.5941128,968.5937818,0.341714247,618.7730676,968.5928178,968.5941605,610.4902387,623.4694012,6,0,3879519.002,4260633.372,5835526.735,3441043.387,9425376.385,2131128.892,697307.6131,0,0,21031,3,9607,950.5602872,IP_DAG,DGDG,[M+NH4]+,36,7,1,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"59, 1207",,,NA,0,1,NA
405,60,SQDG 41:8 +3O,C50H80O15S1,970.5556188,970.5564841,-0.891618484,598.4332197,970.5563366,970.5566317,596.8857187,599.9807208,2,0,0,0,219370.6986,0,107130.6917,2286242.683,1545876.984,0,0,21128,3,47967,952.5217932,IP_DAG,SQDG,[M+NH4]+,41,8,3,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,NA
411,61,DGDG 36:7 +2O,C51H82O17,984.5890274,984.5889965,0.031420292,601.2086026,984.5889954,984.5889975,599.5269967,602.8902085,2,0,2781363.827,2493893.381,1365342.803,1700563.043,5328165.836,572193.5154,473427.8828,0,0,21699,3,9612,966.5552018,IP_DAG,DGDG,[M+NH4]+,36,7,2,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"61, 2411",,,NA,0,0,NA
416,62,PC 48:8 +4O,C56H96N1O12P1,1006.674291,1006.672466,1.812957502,596.9225233,1006.672364,1006.672568,596.8857187,596.9593279,2,0,0,0,5808885.945,0,217629.107,1861621.161,670385.043,0,0,22518,3,40422,1005.667015,IP_DAG,PC,[M+H]+,48,8,4,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"62, 259",,,NA,0,0,1
1105,63,LPC 22:6 +2O,C30H50N1O9P1,600.3295956,600.3295219,0.122666714,175.0159644,600.3292524,600.329665,165.4026404,180.3506131,5,0,0,0,16026373.79,727307.1116,3849135.182,6677001.773,6538111.286,0,0,5473,4,42287,599.3223191,IP_MAG,LPC,[M+H]+,22,6,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
1106,64,TAG 48:6,C51H86O6,812.6762668,812.676904,-0.784176966,1122.935976,812.6767726,812.6769913,1121.183435,1124.286141,7,0,235252494.8,225995969.2,1180210294,55189656.16,110539366.2,1401091735,1171162876,0,0,13023,5,63510,794.6424412,TAG,TAG,[M+NH4]+,48,6,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
17,65,TAG 48:2 +2O,C51H94O8,852.7286963,852.7294768,-0.915341973,1122.726207,852.7291945,852.7298768,1121.74673,1123.414474,7,0,99872427.81,89174387.99,21428079.51,3051616.715,6092252.795,386787381,320159391.7,0,0,15087,5,63384,834.6948707,TAG,TAG,[M+NH4]+,48,2,2,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"65, 72, 73",,NA,NA,0,1
24,66,TAG 56:11,C59H92O6,914.723217,914.7236885,-0.515453859,1121.793178,914.723019,914.7237393,1120.545909,1129.714328,7,2,87551135.79,78764312.73,9929901056,229772246.4,457463926.5,2505493637,2051528241,395767.1471,415105.3955,18479,5,67710,896.6893914,TAG,TAG,[M+NH4]+,56,11,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
57,67,TAG 46:5,C49H84O6,786.6606167,786.661219,-0.765708588,1120.679752,786.6610779,786.661256,1118.996071,1123.998109,7,0,122464637.8,112776299.7,206991846.3,29304629.33,59478247.94,732585930.1,618765650.6,0,0,11801,5,62565,768.6267911,TAG,TAG,[M+NH4]+,46,5,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
80,68,TAG 53:9,C56H90O6,876.7075669,876.707699,-0.15069954,1124.878843,876.7069484,876.7082951,1123.998109,1125.650855,7,0,899450.0213,573225.9087,16842814.53,10173808.01,18218297.91,62564322.42,49016739.56,0,0,16401,5,66030,858.6737413,TAG,TAG,[M+NH4]+,53,9,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
1013,69,TAG 50:3 +2O,C53H96O8,878.7443464,878.7448007,-0.516990409,1124.232133,878.7439154,878.7449238,1122.935976,1125.186644,6,0,11240033.06,10458593.82,1227357.959,397644.6489,486630.2067,144721975.4,116982507.5,0,0,16508,5,64329,860.7105208,TAG,TAG,[M+NH4]+,50,3,2,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"69, 79, 80",,NA,NA,0,1
610,70,DGTS_DGTA 39:1,C49H93N1O7,808.7024815,808.7033199,-1.036737827,1122.964993,808.7032374,808.7034602,1122.726207,1124.178125,5,0,5119372.326,4878600.073,949243.663,1710567.513,6883902.281,49155684.77,40339538.24,0,0,12802,5,16826,807.6952051,IP_DAG,DGTS_DGTA,[M+H]+,39,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"70, 71",,NA,0,0,NA
612,71,TAG 46:2 +1O,C49H90O7,808.7024815,808.7033199,-1.036737827,1122.964993,808.7032374,808.7034602,1122.726207,1124.178125,5,0,5119372.326,4878600.073,949243.663,1710567.513,6883902.281,49155684.77,40339538.24,0,0,12802,5,62467,790.6686559,TAG,TAG,[M+NH4]+,46,2,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"70, 71",,NA,NA,0,1
171,72,DGCC 41:1,C51H97N1O8,852.7286963,852.7294768,-0.915341973,1122.726207,852.7291945,852.7298768,1121.74673,1123.414474,7,0,99872427.81,89174387.99,21428079.51,3051616.715,6092252.795,386787381,320159391.7,0,0,15087,5,4151,851.7214199,IP_DAG,DGCC,[M+H]+,41,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"65, 72, 73",,0,4,0,NA
172,73,DGTS_DGTA 41:1 +1O,C51H97N1O8,852.7286963,852.7294768,-0.915341973,1122.726207,852.7291945,852.7298768,1121.74673,1123.414474,7,0,99872427.81,89174387.99,21428079.51,3051616.715,6092252.795,386787381,320159391.7,0,0,15087,5,17356,851.7214199,IP_DAG,DGTS_DGTA,[M+H]+,41,1,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"65, 72, 73",,0,4,0,NA
75,74,TAG 51:8,C54H88O6,850.6919168,850.6925495,-0.743691514,1121.183435,850.6923046,850.6928104,1119.740361,1122.935976,7,0,1473294.387,1211307.202,32090686.61,2901389.641,5574897.431,38295923.48,31177538.89,0,0,14967,5,64980,832.6580912,TAG,TAG,[M+NH4]+,51,8,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
84,75,DGTS_DGTA 45:5,C55H97N1O7,884.7337817,884.7343836,-0.680275648,1124.878843,884.7342822,884.7362227,1121.962127,1125.650855,5,0,10052067.15,10304166.64,14206445.39,8032110.327,12670199.85,162483219.3,130098422.8,0,0,16852,5,18526,883.7265052,IP_DAG,DGTS_DGTA,[M+H]+,45,5,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"75, 76",,NA,0,0,1
841,76,TAG 52:6 +1O,C55H94O7,884.7337817,884.7343836,-0.680275648,1124.878843,884.7342822,884.7362227,1121.962127,1125.650855,5,0,10052067.15,10304166.64,14206445.39,8032110.327,12670199.85,162483219.3,130098422.8,0,0,16852,5,65407,866.6999561,TAG,TAG,[M+NH4]+,52,6,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"75, 76",,NA,NA,0,1
96,77,PC 52:3 +1O,C60H114N1O9P1,1024.830398,1024.832773,-2.317802882,1122.935976,1024.83189,1024.833501,1121.962127,1125.650855,3,0,799935.7864,841091.7551,1680120.955,0,0,2160265.685,1563426.786,0,0,23155,5,40882,1023.823122,IP_DAG,PC,[M+H]+,52,3,1,1,0,0,0,1,0,1,0,0,0,0,C1; C3c; C3r,"77, 2781",,"77, 78",NA,0,0,1
961,78,TAG 64:12,C67H106O6,1024.832768,1024.832773,-0.005781285,1122.935976,1024.83189,1024.833501,1121.962127,1125.650855,3,0,799935.7864,841091.7551,1680120.955,0,0,2160265.685,1563426.786,0,0,23155,5,72225,1006.798942,TAG,TAG,[M+NH4]+,64,12,0,1,0,0,0,1,0,1,0,0,0,0,C1; C3c; C3r,"78, 2779",,"77, 78",NA,NA,0,1
1011,79,DGCC 43:2,C53H99N1O8,878.7443464,878.7448007,-0.516990409,1124.232133,878.7439154,878.7449238,1122.935976,1125.186644,6,0,11240033.06,10458593.82,1227357.959,397644.6489,486630.2067,144721975.4,116982507.5,0,0,16508,5,4701,877.7370699,IP_DAG,DGCC,[M+H]+,43,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"69, 79, 80",,NA,0,0,NA
1012,80,DGTS_DGTA 43:2 +1O,C53H99N1O8,878.7443464,878.7448007,-0.516990409,1124.232133,878.7439154,878.7449238,1122.935976,1125.186644,6,0,11240033.06,10458593.82,1227357.959,397644.6489,486630.2067,144721975.4,116982507.5,0,0,16508,5,17906,877.7370699,IP_DAG,DGTS_DGTA,[M+H]+,43,2,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"69, 79, 80",,NA,0,0,NA
1107,81,MGDG 36:9,C45H68O10,786.5150745,786.5150203,0.068880073,706.1151891,786.5146073,786.5151787,704.9795417,706.7944807,7,0,2646770950,2474843601,2130262246,4423726150,9780229351,32004308.83,21632031.75,0,0,11782,6,53730,768.4812489,IP_DAG,MGDG,[M+NH4]+,36,9,0,0,0,1,0,0,1,0,0,0,0,0,C2a; C3f,,"81, 90, 91",,0,16,1,1
37,82,MGDG 38:9,C47H72O10,814.5463747,814.5463858,-0.013713739,705.5473654,814.5458852,814.5468865,704.9795417,706.1151891,2,0,4492580.6,5037125.842,2530318.371,11982673.04,21207653.13,0,0,0,0,13107,6,54230,796.5125491,IP_DAG,MGDG,[M+NH4]+,38,9,0,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"82, 2418","82, 92, 93",,NA,0,0,NA
91,83,PE 33:4,C38H68N1O8P1,698.4755317,698.4750938,0.626898695,704.8772435,698.4745972,698.4755538,703.5041393,706.7944807,6,0,2549847.025,2414661.986,180943.4809,2495492.069,5300514.004,8321350.902,4877150.191,0,0,8378,6,22032,697.4682552,IP_DAG,PE,[M+H]+,33,4,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"83, 4235","83, 84",,NA,0,0,NA
911,84,PC 30:4,C38H68N1O8P1,698.4755317,698.4750938,0.626898695,704.8772435,698.4745972,698.4755538,703.5041393,706.7944807,6,0,2549847.025,2414661.986,180943.4809,2495492.069,5300514.004,8321350.902,4877150.191,0,0,8378,6,35927,697.4682552,IP_DAG,PC,[M+H]+,30,4,0,0,0,1,0,0,1,1,0,0,0,0,C2a; C3f; C3r,"84, 4236","83, 84",,NA,0,0,NA
49,85,SQDG 36:6,C45H74O12S1,856.5239247,856.5229315,1.159557085,705.969753,856.5226464,856.5232166,705.7000234,706.2394826,2,0,24048.52872,226970.7238,64191544.59,42824062.63,84723331.69,212945.0282,193800.4126,172681.6958,86690.573,15292,6,46329,838.4900991,IP_DAG,SQDG,[M+NH4]+,36,6,0,0,0,1,0,0,0,1,0,0,0,0,C2a; C3r,"85, 2221, 4487",,,NA,0,1,NA
131,86,PG 33:1 +3O,C39H75O13P1,800.5283552,800.5292815,-1.157194095,707.0696295,800.5280487,800.5307554,704.9795417,715.9982558,3,0,297094.4057,148012.2469,501059.7994,933011.0849,1341914.185,0,0,0,0,12406,6,29007,782.4945296,IP_DAG,PG,[M+NH4]+,33,1,3,0,0,0,1,1,0,0,0,0,0,0,C2b; C3c,,,"86, 118, 119",0,2,0,NA
134,87,DGDG 32:5,C47H78O15,900.567898,900.5676363,0.290649278,707.1616198,900.5668022,900.5677559,703.5568011,712.344291,5,0,5786001.716,6217079.696,11347315.56,699475.2493,2437373.043,462834.9771,293041.5582,0,0,17661,6,8627,882.5340724,IP_DAG,DGDG,[M+NH4]+,32,5,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,0,1,NA
65,88,DGDG 36:8,C51H80O15,950.5835481,950.5830138,0.562076594,705.7000234,950.5824839,950.5844107,696.3675986,707.8535838,7,0,23152922.47,22712189.68,34541056.26,47807290.98,109680048.8,3146729.171,2147760.618,0,0,20211,6,9627,932.5497225,IP_DAG,DGDG,[M+NH4]+,36,8,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,0,1,NA
19,89,MGDG 28:2 +4O,C37H66O14,752.4790829,752.4803836,-1.728523748,703.6734749,752.4795508,752.4812164,699.423711,707.9232387,2,0,64360.28715,219391.7728,83142.96991,602607.1928,598933.054,314173.5787,55571.55852,0,0,10352,6,51850,734.4452573,IP_DAG,MGDG,[M+NH4]+,28,2,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,1
22,90,DGCC 35:8 +2O,C45H71N1O10,786.5150745,786.5150203,0.068880073,706.1151891,786.5146073,786.5151787,704.9795417,706.7944807,7,0,2646770950,2474843601,2130262246,4423726150,9780229351,32004308.83,21632031.75,0,0,11782,6,2811,785.5077981,IP_DAG,DGCC,[M+H]+,35,8,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"81, 90, 91",,1,16,0,0
221,91,DGTS_DGTA 35:8 +3O,C45H71N1O10,786.5150745,786.5150203,0.068880073,706.1151891,786.5146073,786.5151787,704.9795417,706.7944807,7,0,2646770950,2474843601,2130262246,4423726150,9780229351,32004308.83,21632031.75,0,0,11782,6,16016,785.5077981,IP_DAG,DGTS_DGTA,[M+H]+,35,8,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"81, 90, 91",,0,16,0,1
371,92,DGCC 37:8 +2O,C47H75N1O10,814.5463747,814.5463858,-0.013713739,705.5473654,814.5458852,814.5468865,704.9795417,706.1151891,2,0,4492580.6,5037125.842,2530318.371,11982673.04,21207653.13,0,0,0,0,13107,6,3311,813.5390982,IP_DAG,DGCC,[M+H]+,37,8,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"92, 2425","82, 92, 93",,NA,0,0,NA
372,93,DGTS_DGTA 37:8 +3O,C47H75N1O10,814.5463747,814.5463858,-0.013713739,705.5473654,814.5458852,814.5468865,704.9795417,706.1151891,2,0,4492580.6,5037125.842,2530318.371,11982673.04,21207653.13,0,0,0,0,13107,6,16516,813.5390982,IP_DAG,DGTS_DGTA,[M+H]+,37,8,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"93, 2426","82, 92, 93",,NA,0,0,NA
40,94,SQDG 33:4,C42H72O12S1,818.5082746,818.5084094,-0.16468256,705.926543,818.5075197,818.5318136,703.5041393,708.4392355,5,0,1601197.073,1775338.958,601233.9144,5619299.601,27706520.16,2153861.128,1271476.44,42598.31755,45276.2606,13292,6,45429,800.474449,IP_DAG,SQDG,[M+NH4]+,33,4,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"94, 4850",,,NA,0,1,NA
41,95,PE 41:8 +1O,C46H76N1O9P1,818.5330466,818.5322204,1.009417568,709.1700476,818.5321496,818.5322911,708.299401,710.0406943,2,0,17388436.7,19872225.66,129364.1011,11066714.17,21526781.31,669389.1986,170867.9961,0,0,13299,6,24137,817.5257701,IP_DAG,PE,[M+H]+,41,8,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"53, 95, 4650","95, 96",,NA,0,0,NA
4111,96,PC 38:8 +1O,C46H76N1O9P1,818.5330466,818.5322204,1.009417568,709.1700476,818.5321496,818.5322911,708.299401,710.0406943,2,0,17388436.7,19872225.66,129364.1011,11066714.17,21526781.31,669389.1986,170867.9961,0,0,13299,6,37857,817.5257701,IP_DAG,PC,[M+H]+,38,8,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"54, 96, 4651","95, 96",,NA,0,0,NA
50,97,DGCC 40:8 +2O,C50H81N1O10,856.5933249,856.592896,0.500761043,706.2394826,856.5926082,856.5930041,705.7000234,711.5006117,5,0,2442691.461,2367493.258,4871462.206,4458874.127,10140242.37,0,0,0,0,15311,6,4036,855.5860485,IP_DAG,DGCC,[M+H]+,40,8,2,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"97, 98","97, 98, 99",NA,0,0,NA
501,98,DGTS_DGTA 40:8 +3O,C50H81N1O10,856.5933249,856.592896,0.500761043,706.2394826,856.5926082,856.5930041,705.7000234,711.5006117,5,0,2442691.461,2367493.258,4871462.206,4458874.127,10140242.37,0,0,0,0,15311,6,17241,855.5860485,IP_DAG,DGTS_DGTA,[M+H]+,40,8,3,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"97, 98","97, 98, 99",NA,0,0,NA
502,99,PG 37:1 +3O,C43H83O13P1,856.5909555,856.592896,-2.265353633,706.2394826,856.5926082,856.5930041,705.7000234,711.5006117,5,0,2442691.461,2367493.258,4871462.206,4458874.127,10140242.37,0,0,0,0,15311,6,30177,838.5571299,IP_DAG,PG,[M+NH4]+,37,1,3,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"97, 98, 99",NA,0,0,NA
56,100,MGDG 40:10 +2O,C49H74O12,872.551854,872.5505973,1.440192829,707.0465332,872.5501866,872.5515906,705.7000234,708.299401,4,0,735979.6742,640265.0248,957357.1086,1397948.324,3601906.495,0,0,0,0,16162,6,54765,854.5180284,IP_DAG,MGDG,[M+NH4]+,40,10,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
64,101,PG 44:10 +2O,C50H79O12P1,920.5647407,920.5645883,0.165588454,706.2394826,920.5635866,920.5647245,705.7000234,707.8535838,5,0,2253060.243,2878470.129,527227.361,4160519.603,5673591.286,0,0,0,0,18741,6,32571,902.5309151,IP_DAG,PG,[M+NH4]+,44,10,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"101, 102",,NA,0,0,NA
641,102,PC 42:9 +4O,C50H82N1O12P1,920.5647407,920.5645883,0.165588454,706.2394826,920.5635866,920.5647245,705.7000234,707.8535838,5,0,2253060.243,2878470.129,527227.361,4160519.603,5673591.286,0,0,0,0,18741,6,38922,919.5574642,IP_DAG,PC,[M+H]+,42,9,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"101, 102",,NA,0,0,NA
70,103,DGDG 37:5,C52H88O15,970.6461484,970.6475199,-1.412953392,706.9843865,970.6470842,970.6479556,706.1151891,707.8535838,2,0,963248.3397,635214.2043,0,60860.79328,373866.3111,28901.00504,0,0,0,21139,6,9827,952.6123228,IP_DAG,DGDG,[M+NH4]+,37,5,0,1,0,0,0,1,0,1,0,0,0,0,C1; C3c; C3r,"103, 358, 5893",,"103, 104",NA,0,0,NA
701,104,SQDG 40:1 +3O,C49H92O15S1,970.6495193,970.6475199,2.05982921,706.9843865,970.6470842,970.6479556,706.1151891,707.8535838,2,0,963248.3397,635214.2043,0,60860.79328,373866.3111,28901.00504,0,0,0,21139,6,47397,952.6156937,IP_DAG,SQDG,[M+NH4]+,40,1,3,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"103, 104",NA,0,0,NA
1014,105,PE 38:10,C43H66N1O8P1,756.4598816,756.4594047,0.630383214,709.7310736,756.4585921,756.4600321,707.8535838,710.6899355,6,0,576222.2136,937081.0722,2235636.216,816952.7919,1073926.789,6862640.455,4605940.491,0,0,10518,6,23382,755.4526051,IP_DAG,PE,[M+H]+,38,10,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,0,NA
109,106,PE 37:6 +2O,C42H72N1O10P1,782.4966611,782.4972758,-0.785584182,709.1700476,782.4972701,782.4972815,708.299401,710.0406943,2,0,9207964.633,8808037.489,1037820.799,459107.2756,1464009.187,51203.40302,24204.62256,0,0,11595,6,23067,781.4893846,IP_DAG,PE,[M+H]+,37,6,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"106, 5401, 5648","106, 107, 108",,0,2,0,1
1091,107,PG 36:7,C42H69O10P1,782.4966611,782.4972758,-0.785584182,709.1700476,782.4972701,782.4972815,708.299401,710.0406943,2,0,9207964.633,8808037.489,1037820.799,459107.2756,1464009.187,51203.40302,24204.62256,0,0,11595,6,30009,764.4628355,IP_DAG,PG,[M+NH4]+,36,7,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"107, 5402, 5649","106, 107, 108",,0,2,1,NA
1092,108,PC 34:6 +2O,C42H72N1O10P1,782.4966611,782.4972758,-0.785584182,709.1700476,782.4972701,782.4972815,708.299401,710.0406943,2,0,9207964.633,8808037.489,1037820.799,459107.2756,1464009.187,51203.40302,24204.62256,0,0,11595,6,36837,781.4893846,IP_DAG,PC,[M+H]+,34,6,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"108, 5403, 5650","106, 107, 108",,0,2,0,1
112,109,MGDG 38:10,C47H70O10,812.5307246,812.5306756,0.060244258,706.4308216,812.530306,812.5310453,705.7000234,707.1616198,2,0,200688.4011,237720.6356,10307621.62,1474217.797,1509380.762,424053.4495,575696.5706,0,0,13005,6,54255,794.496899,IP_DAG,MGDG,[M+NH4]+,38,10,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"109, 1584",,,NA,0,0,NA
114,110,PE 41:6 +1O,C46H80N1O9P1,822.5643468,822.5638899,0.555467202,710.13764,822.5633938,822.5639861,707.1616198,710.6899355,5,0,162481997.9,148935123.4,749700.3299,12152000,33765336.48,2465620.365,1502320.168,0,0,13491,6,24087,821.5570703,IP_DAG,PE,[M+H]+,41,6,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"110, 2537","110, 111",,NA,0,0,NA
1141,111,PC 38:6 +1O,C46H80N1O9P1,822.5643468,822.5638899,0.555467202,710.13764,822.5633938,822.5639861,707.1616198,710.6899355,5,0,162481997.9,148935123.4,749700.3299,12152000,33765336.48,2465620.365,1502320.168,0,0,13491,6,37807,821.5570703,IP_DAG,PC,[M+H]+,38,6,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"111, 2538","110, 111",,NA,0,0,NA
126,112,DGCC 41:8 +2O,C51H83N1O10,870.608975,870.6089854,-0.01197334,707.0813607,870.6085597,870.6094112,706.2394826,707.9232387,2,0,0,0,57225.02409,648240.0549,1922058.852,0,0,0,0,16078,6,4336,869.6016985,IP_DAG,DGCC,[M+H]+,41,8,2,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"112, 3419","112, 113, 114",,NA,0,0,NA
1261,113,DGTS_DGTA 41:8 +3O,C51H83N1O10,870.608975,870.6089854,-0.01197334,707.0813607,870.6085597,870.6094112,706.2394826,707.9232387,2,0,0,0,57225.02409,648240.0549,1922058.852,0,0,0,0,16078,6,17541,869.6016985,IP_DAG,DGTS_DGTA,[M+H]+,41,8,3,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"113, 3420","112, 113, 114",,NA,0,0,NA
1262,114,MGDG 42:9,C51H80O10,870.608975,870.6089854,-0.01197334,707.0813607,870.6085597,870.6094112,706.2394826,707.9232387,2,0,0,0,57225.02409,648240.0549,1922058.852,0,0,0,0,16078,6,55255,852.5751494,IP_DAG,MGDG,[M+NH4]+,42,9,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"114, 3422","112, 113, 114",,NA,0,0,NA
129,115,PE 42:6 +4O,C47H82N1O12P1,884.5647407,884.5627314,2.271568649,702.1084474,884.5624419,884.5630208,701.3875433,702.8293516,2,0,1937914.214,2457869.028,449366.6596,279986.9818,1944407.968,2096134.433,1383665.606,0,0,16835,6,24327,883.5574642,IP_DAG,PE,[M+H]+,42,6,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"115, 116, 117",,NA,0,0,NA
1291,116,PG 41:7 +2O,C47H79O12P1,884.5647407,884.5627314,2.271568649,702.1084474,884.5624419,884.5630208,701.3875433,702.8293516,2,0,1937914.214,2457869.028,449366.6596,279986.9818,1944407.968,2096134.433,1383665.606,0,0,16835,6,31581,866.5309151,IP_DAG,PG,[M+NH4]+,41,7,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"115, 116, 117",,NA,0,0,NA
1292,117,PC 39:6 +4O,C47H82N1O12P1,884.5647407,884.5627314,2.271568649,702.1084474,884.5624419,884.5630208,701.3875433,702.8293516,2,0,1937914.214,2457869.028,449366.6596,279986.9818,1944407.968,2096134.433,1383665.606,0,0,16835,6,38097,883.5574642,IP_DAG,PC,[M+H]+,39,6,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"115, 116, 117",,NA,0,0,NA
1311,118,DGCC 36:8 +2O,C46H73N1O10,800.5307246,800.5292815,1.802633266,707.0696295,800.5280487,800.5307554,704.9795417,715.9982558,3,0,297094.4057,148012.2469,501059.7994,933011.0849,1341914.185,0,0,0,0,12406,6,3036,799.5234481,IP_DAG,DGCC,[M+H]+,36,8,2,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"118, 1765","118, 119","86, 118, 119",2,2,0,0
1312,119,DGTS_DGTA 36:8 +3O,C46H73N1O10,800.5307246,800.5292815,1.802633266,707.0696295,800.5280487,800.5307554,704.9795417,715.9982558,3,0,297094.4057,148012.2469,501059.7994,933011.0849,1341914.185,0,0,0,0,12406,6,16241,799.5234481,IP_DAG,DGTS_DGTA,[M+H]+,36,8,3,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"119, 1766","118, 119","86, 118, 119",0,2,0,1
132,120,PG 44:11,C50H77O10P1,886.5592614,886.5576299,1.840242005,708.4312628,886.5496522,886.5664616,704.9795417,711.3073374,4,0,115579.1604,81752.27924,766500.1988,0,1955876.145,2824380.384,2047497.899,0,0,16944,6,32589,868.5254358,IP_DAG,PG,[M+NH4]+,44,11,0,1,0,0,0,1,1,1,0,0,0,0,C1; C3c; C3f; C3r,"120, 1837","120, 121","120, 121, 122",NA,0,0,NA
