"PAL1314_LMG1401_particulate_pos_withoddFA.csv, lipids identified in particulate (0.2 um) samples from Arthur Harbor and along PAL-LTER cruise grid, 2014-2014 (PAL1314 and LMG1401)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Identifications were made by J. Collins, james.r.collins@aya.yale.edu, using v1.1.1 of the LOBSTAHS lipidomics software package for R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Values in columns 13-17 of this speadsheet are raw chromatographic peak areas; the .xlsx file PAL1314_LMG1401_particulate_IP-DAG_pmol_mL.xlsx contains mass data for unoxidized IP-DAG obtained using authentic standards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,match_ID,compound_name,elem_formula,LOBdbase_mz,peakgroup_mz,LOBdbase_ppm_match,peakgroup_rt,peakgroup_mzmin,peakgroup_mzmax,peakgroup_rtmin,peakgroup_rtmax,samples,LMG1401_004_QE003116,LMG1401_008_QE003117,LMG1401_009_QE003118,LMG1401_010_QE003119,PAL1314_Stn_E_3m_2Jan14_0.2um_QE003120,xcms_peakgroup,CAMERA_pseudospectrum,LOBdbase_frag_ID,LOBdbase_exact_parent_neutral_mass,lipid_class,species,major_adduct,FA_total_no_C,FA_total_no_DB,degree_oxidation,C1,C1x,C2a,C2b,C3c,C3f,C3r,C4,C5,C6a,C6b,casecodes,iso_C3r.match_ID,iso_C3f.match_ID,iso_C3c.match_ID,ms2_conf,ms2_present,neg_mode.conf,rm.flag_auto
864,68,TAG 44:2,C47H86O6,764.6762668,764.6768165,-0.718975385,1161.072081,764.6767719,764.6768649,1160.639204,1161.390283,5,124223358.3,63625852.9,85914105.96,83405971.32,39056952.93,12945,5,61620,746.6424412,TAG,TAG,[M+NH4]+,44,2,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
105,69,TAG 48:5,C51H88O6,814.6919168,814.6924692,-0.677987929,1145.474298,814.6924274,814.6925687,1143.42629,1145.775614,5,4288790444,988599062.1,1162638222,1176528307,502795259.5,14894,5,63475,796.6580912,TAG,TAG,[M+NH4]+,48,5,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
118,70,TAG 49:5,C52H90O6,828.7075669,828.7082565,-0.832180988,1159.168272,828.7082334,828.708453,1156.656947,1161.360588,5,134614865.1,80552559.38,99658678.26,106531292,103301514.2,15442,5,63930,810.6737413,TAG,TAG,[M+NH4]+,49,5,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
1323,71,TAG 50:6,C53H90O6,840.7075669,840.7080374,-0.559685982,1151.732331,840.7080088,840.7081272,1149.893702,1152.483416,5,10604203677,2036880305,2658953227,2756224344,1374242072,15907,5,64420,822.6737413,TAG,TAG,[M+NH4]+,50,6,0,0,0,0,1,0,0,1,0,0,0,0,C2b; C3r,"71, 252",,,NA,NA,0,1
1443,72,TAG 48:1 +2O,C51H96O8,854.7443464,854.7445481,-0.235951482,1145.640296,854.7444009,854.7447699,1144.977148,1148.03127,5,163159451.3,22906233.55,25922335.2,23835217.3,29361621.92,16447,5,63349,836.7105208,TAG,TAG,[M+NH4]+,48,1,2,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"72, 98, 99",,NA,NA,0,1
127,73,TAG 48:2 +1O,C51H94O7,836.7337817,836.7344653,-0.817030163,1153.225514,836.7339866,836.7348279,1150.049273,1158.823087,4,65560410.54,20273449.05,31227990.32,27287601.69,16124730.95,15760,5,63377,818.6999561,TAG,TAG,[M+NH4]+,48,2,1,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"73, 470","73, 96",,NA,NA,0,1
130,74,TAG 48:1 +1O,C51H96O7,838.7494318,838.7498455,-0.493295004,1156.863606,838.7496732,838.7503586,1156.594172,1158.859469,3,15511739.43,6484686.037,7505093.455,6361956.455,6759074.285,15836,5,63342,820.7156062,TAG,TAG,[M+NH4]+,48,1,1,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"74, 170","74, 97",,NA,NA,0,1
153,75,TAG 50:3 +1O,C53H96O7,862.7494318,862.7493495,0.095327598,1153.972512,862.7289739,862.7499996,1143.42629,1161.072081,5,76247099.59,15132969.18,1183874.09,1472472.143,12507569.47,16754,5,64322,844.7156062,TAG,TAG,[M+NH4]+,50,3,1,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"75, 100",,NA,NA,0,1
166,76,TAG 53:8,C56H92O6,878.723217,878.7236017,-0.437752452,1143.251331,878.7234962,878.7236882,1139.098971,1143.42629,5,70941127.05,72251850.97,91444606.81,97361801.03,89262823.21,17328,5,65995,860.6893914,TAG,TAG,[M+NH4]+,53,8,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
170,77,TAG 50:2 +2O,C53H98O8,880.7599965,880.7600222,-0.029201248,1145.640296,880.759972,880.7602358,1144.977148,1148.03127,5,283378458.5,22414100.32,25999446.95,28703557.74,46156505.99,17411,5,64294,862.7261709,TAG,TAG,[M+NH4]+,50,2,2,0,0,0,1,0,1,0,0,0,0,0,C2b; C3f,,"77, 104, 105",,NA,NA,0,1
186,78,TAG 54:8,C57H94O6,892.7388671,892.7391286,-0.292957541,1154.634069,892.7388961,892.7391886,1152.483416,1156.594172,5,2230595494,789675711.4,1034563930,966514643.2,1290006632,17910,5,66520,874.7050415,TAG,TAG,[M+NH4]+,54,8,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
183,79,TAG 52:4 +1O,C55H98O7,888.7650819,888.7657167,-0.714350906,1150.049273,888.7583297,888.7657489,1141.167545,1150.267728,3,16435813.57,1253577.084,10111120.55,6982132,9727211.794,17753,5,65337,870.7312563,TAG,TAG,[M+NH4]+,52,4,1,0,0,0,1,0,1,1,0,0,0,0,C2b; C3f; C3r,"79, 900","79, 108",,NA,NA,0,1
207,80,TAG 55:9,C58H94O6,904.7388671,904.7386606,0.228254755,1145.653285,904.7384273,904.739856,1142.751036,1147.85039,5,16053556.81,41228134.5,57367629.67,60958883.66,49953464.82,18377,5,67115,886.7050415,TAG,TAG,[M+NH4]+,55,9,0,0,0,1,0,1,0,0,0,0,0,0,C2a; C3c,,,"80, 109, 110",NA,NA,0,1
226,81,TAG 56:9,C59H96O6,918.7545172,918.7547849,-0.291385615,1156.594172,918.7545709,918.7549224,1154.705776,1156.863606,5,423784035.1,322054244.5,408383250,385403388.2,437705355.8,18942,5,67640,900.7206916,TAG,TAG,[M+NH4]+,56,9,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
255,82,TAG 58:11,C61H96O6,942.7545172,942.754738,-0.234292304,1145.474298,942.7546644,942.7548223,1141.323259,1145.653285,5,867831157.6,439501952.5,616188015,708299933.9,402027087,19865,5,68795,924.7206916,TAG,TAG,[M+NH4]+,58,11,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
258,83,TAG 58:10,C61H98O6,944.7701672,944.7705077,-0.360362474,1161.055186,944.7703493,944.7705454,1156.943749,1161.360588,5,208343991,141303280.9,171974899.9,237200282.6,267201209,19933,5,68760,926.7363416,TAG,TAG,[M+NH4]+,58,10,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
295,84,TAG 62:13,C65H100O6,994.7858173,994.7859798,-0.163384048,1154.448723,994.7858841,994.786093,1153.972512,1156.943749,5,171141212.4,68207709.13,99054671.04,110014750.9,47608689.61,21495,5,71105,976.7519917,TAG,TAG,[M+NH4]+,62,13,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
331,85,TAG 68:14 +2O,C71H110O8,1108.853897,1108.854171,-0.246897506,1154.366879,1108.854018,1108.85508,1151.732331,1154.705776,5,17707018.58,7764580.265,11409192.46,7216139.704,6309578.638,23496,5,74654,1090.820071,TAG,TAG,[M+NH4]+,68,14,2,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
8,86,TAG 45:3,C48H86O6,776.6762668,776.6770529,-1.012235006,1153.972512,776.6768418,776.6773709,1150.049273,1154.634069,5,8702866.786,11575510.05,14607240.14,15965172.31,12283654.5,13359,5,62075,758.6424412,TAG,TAG,[M+NH4]+,45,3,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
35,87,DGCC 47:3,C57H105N1O8,932.7912966,932.7906218,0.72346294,1148.636714,932.789468,932.7916144,1143.390911,1152.483416,4,17597700.99,1209089.771,3498384.359,2316902.408,12905868.58,19496,5,5726,931.7840202,IP_DAG,DGCC,[M+H]+,47,3,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"87, 88, 89",,NA,0,0,NA
351,88,DGTS_DGTA 47:3 +1O,C57H105N1O8,932.7912966,932.7906218,0.72346294,1148.636714,932.789468,932.7916144,1143.390911,1152.483416,4,17597700.99,1209089.771,3498384.359,2316902.408,12905868.58,19496,5,18931,931.7840202,IP_DAG,DGTS_DGTA,[M+H]+,47,3,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"87, 88, 89",,NA,0,0,NA
352,89,TAG 54:4 +2O,C57H102O8,932.7912966,932.7906218,0.72346294,1148.636714,932.789468,932.7916144,1143.390911,1152.483416,4,17597700.99,1209089.771,3498384.359,2316902.408,12905868.58,19496,5,66394,914.757471,TAG,TAG,[M+NH4]+,54,4,2,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"87, 88, 89",,NA,NA,0,1
77,90,TAG 40:0,C43H82O6,712.6449666,712.6454651,-0.699469595,1161.360588,712.6452221,712.6456476,1160.639204,1163.610718,5,9492767.546,9154788.68,19921135.83,10523733.12,7780575.338,10960,5,60080,694.611141,TAG,TAG,[M+NH4]+,40,0,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
792,91,TAG 41:1,C44H82O6,724.6449666,724.6453753,-0.564013269,1147.85039,724.6452394,724.645565,1147.224156,1150.134208,5,18038556.91,2902957.095,4402791.167,4025464.568,4074719.511,11390,5,60465,706.611141,TAG,TAG,[M+NH4]+,41,1,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"91, 2008",,,NA,NA,0,1
100,92,TAG 47:4,C50H88O6,802.6919168,802.692671,-0.939540657,1154.448723,802.6925808,802.6928311,1153.972512,1154.705776,5,60096085.28,39203852.74,51280286.42,47141129.17,102405470.8,14397,5,62985,784.6580912,TAG,TAG,[M+NH4]+,47,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
103,93,DGTS_DGTA 39:0,C49H95N1O7,810.7181316,810.7189533,-1.013496365,1150.134208,810.7187813,810.7194236,1141.210557,1156.183301,5,24589630.73,8420966.243,14929574.04,13060654.34,8205990.296,14737,5,16801,809.7108552,IP_DAG,DGTS_DGTA,[M+H]+,39,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"93, 678","93, 94",,NA,0,0,NA
1031,94,TAG 46:1 +1O,C49H92O7,810.7181316,810.7189533,-1.013496365,1150.134208,810.7187813,810.7194236,1141.210557,1156.183301,5,24589630.73,8420966.243,14929574.04,13060654.34,8205990.296,14737,5,62432,792.684306,TAG,TAG,[M+NH4]+,46,1,1,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"94, 679","93, 94",,NA,NA,0,1
104,95,TAG 43:2,C46H84O6,750.6606167,750.6607539,-0.182767896,1151.732331,750.6602414,750.6609831,1147.85039,1152.394134,5,5918802.45,5693361.907,6994000.289,8589685.303,8987229.842,12395,5,61235,732.6267911,TAG,TAG,[M+NH4]+,43,2,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"95, 1155",,,NA,NA,0,1
1271,96,DGTS_DGTA 41:1,C51H97N1O7,836.7337817,836.7344653,-0.817030163,1153.225514,836.7339866,836.7348279,1150.049273,1158.823087,4,65560410.54,20273449.05,31227990.32,27287601.69,16124730.95,15760,5,17351,835.7265052,IP_DAG,DGTS_DGTA,[M+H]+,41,1,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"96, 469","73, 96",,NA,0,0,NA
1301,97,DGTS_DGTA 41:0,C51H99N1O7,838.7494318,838.7498455,-0.493295004,1156.863606,838.7496732,838.7503586,1156.594172,1158.859469,3,15511739.43,6484686.037,7505093.455,6361956.455,6759074.285,15836,5,17326,837.7421553,IP_DAG,DGTS_DGTA,[M+H]+,41,0,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"97, 169","74, 97",,NA,0,0,NA
14411,98,DGCC 41:0,C51H99N1O8,854.7443464,854.7445481,-0.235951482,1145.640296,854.7444009,854.7447699,1144.977148,1148.03127,5,163159451.3,22906233.55,25922335.2,23835217.3,29361621.92,16447,5,4126,853.7370699,IP_DAG,DGCC,[M+H]+,41,0,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"72, 98, 99",,0,2,0,NA
14421,99,DGTS_DGTA 41:0 +1O,C51H99N1O8,854.7443464,854.7445481,-0.235951482,1145.640296,854.7444009,854.7447699,1144.977148,1148.03127,5,163159451.3,22906233.55,25922335.2,23835217.3,29361621.92,16447,5,17331,853.7370699,IP_DAG,DGTS_DGTA,[M+H]+,41,0,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"72, 98, 99",,0,2,0,NA
1531,100,DGTS_DGTA 43:2,C53H99N1O7,862.7494318,862.7493495,0.095327598,1153.972512,862.7289739,862.7499996,1143.42629,1161.072081,5,76247099.59,15132969.18,1183874.09,1472472.143,12507569.47,16754,5,17901,861.7421553,IP_DAG,DGTS_DGTA,[M+H]+,43,2,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"75, 100",,NA,0,0,NA
164,101,DGCC 38:1 +3O,C48H91N1O11,858.6664899,858.6667005,-0.245265048,1142.751036,858.6664918,858.6667781,1141.06139,1143.390911,3,2229556.131,5119391.221,5273642.454,5507415.665,5836904.112,16593,5,3366,857.6592135,IP_DAG,DGCC,[M+H]+,38,1,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"101, 102, 103",,NA,0,0,NA
1641,102,DGTS_DGTA 38:1 +4O,C48H91N1O11,858.6664899,858.6667005,-0.245265048,1142.751036,858.6664918,858.6667781,1141.06139,1143.390911,3,2229556.131,5119391.221,5273642.454,5507415.665,5836904.112,16593,5,16571,857.6592135,IP_DAG,DGTS_DGTA,[M+H]+,38,1,4,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"101, 102, 103",,NA,0,0,NA
1642,103,MGDG 39:2 +1O,C48H88O11,858.6664899,858.6667005,-0.245265048,1142.751036,858.6664918,858.6667781,1141.06139,1143.390911,3,2229556.131,5119391.221,5273642.454,5507415.665,5836904.112,16593,5,54335,840.6326643,IP_DAG,MGDG,[M+NH4]+,39,2,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"101, 102, 103",,NA,0,0,NA
1701,104,DGCC 43:1,C53H101N1O8,880.7599965,880.7600222,-0.029201248,1145.640296,880.759972,880.7602358,1144.977148,1148.03127,5,283378458.5,22414100.32,25999446.95,28703557.74,46156505.99,17411,5,4676,879.75272,IP_DAG,DGCC,[M+H]+,43,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"77, 104, 105",,NA,0,0,NA
1702,105,DGTS_DGTA 43:1 +1O,C53H101N1O8,880.7599965,880.7600222,-0.029201248,1145.640296,880.759972,880.7602358,1144.977148,1148.03127,5,283378458.5,22414100.32,25999446.95,28703557.74,46156505.99,17411,5,17881,879.75272,IP_DAG,DGTS_DGTA,[M+H]+,43,1,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"77, 104, 105",,NA,0,0,NA
180,106,PE 46:1,C51H100N1O8P1,886.7259329,886.7273663,-1.616488612,1142.365001,886.7187004,886.7283013,1140.527669,1150.267728,5,25441288.3,2116893.863,2995479.015,4440439.112,3300611.187,17667,5,25257,885.7186565,IP_DAG,PE,[M+H]+,46,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"106, 107",,NA,0,0,NA
1801,107,PC 43:1,C51H100N1O8P1,886.7259329,886.7273663,-1.616488612,1142.365001,886.7187004,886.7283013,1140.527669,1150.267728,5,25441288.3,2116893.863,2995479.015,4440439.112,3300611.187,17667,5,39002,885.7186565,IP_DAG,PC,[M+H]+,43,1,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"106, 107",,NA,0,0,NA
1831,108,DGTS_DGTA 45:3,C55H101N1O7,888.7650819,888.7657167,-0.714350906,1150.049273,888.7583297,888.7657489,1141.167545,1150.267728,3,16435813.57,1253577.084,10111120.55,6982132,9727211.794,17753,5,18476,887.7578054,IP_DAG,DGTS_DGTA,[M+H]+,45,3,0,1,0,0,0,0,1,1,0,0,0,0,C1; C3f; C3r,"108, 899","79, 108",,NA,0,0,NA
2071,109,PE 46:0 +1O,C51H102N1O9P1,904.7364976,904.7386606,-2.390661874,1145.653285,904.7384273,904.739856,1142.751036,1147.85039,5,16053556.81,41228134.5,57367629.67,60958883.66,49953464.82,18377,5,25237,903.7292212,IP_DAG,PE,[M+H]+,46,0,1,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"109, 110","80, 109, 110",NA,0,0,NA
2072,110,PC 43:0 +1O,C51H102N1O9P1,904.7364976,904.7386606,-2.390661874,1145.653285,904.7384273,904.739856,1142.751036,1147.85039,5,16053556.81,41228134.5,57367629.67,60958883.66,49953464.82,18377,5,38982,903.7292212,IP_DAG,PC,[M+H]+,43,0,1,1,0,0,0,1,1,0,0,0,0,0,C1; C3c; C3f,,"109, 110","80, 109, 110",NA,0,0,NA
217,111,DGTS_DGTA 47:5,C57H101N1O7,912.7650819,912.7651626,-0.088510609,1149.459807,912.7647566,912.7654492,1136.878155,1152.132823,5,31110514.68,12549372.6,25072782.03,18095201.71,11254309.51,18722,5,18976,911.7578054,IP_DAG,DGTS_DGTA,[M+H]+,47,5,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"111, 112",,NA,0,0,NA
2171,112,TAG 54:6 +1O,C57H98O7,912.7650819,912.7651626,-0.088510609,1149.459807,912.7647566,912.7654492,1136.878155,1152.132823,5,31110514.68,12549372.6,25072782.03,18095201.71,11254309.51,18722,5,66457,894.7312563,TAG,TAG,[M+NH4]+,54,6,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"111, 112",,NA,NA,0,1
223,113,DGTS_DGTA 47:4,C57H103N1O7,914.7807319,914.7785987,2.331954983,1151.00003,914.7767412,914.7804562,1150.267728,1151.732331,2,6173102.022,2659426.578,4332159.608,2393638.822,6789577.507,18791,5,18951,913.7734555,IP_DAG,DGTS_DGTA,[M+H]+,47,4,0,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"113, 114",,NA,0,0,NA
2231,114,TAG 54:5 +1O,C57H100O7,914.7807319,914.7785987,2.331954983,1151.00003,914.7767412,914.7804562,1150.267728,1151.732331,2,6173102.022,2659426.578,4332159.608,2393638.822,6789577.507,18791,5,66422,896.7469063,TAG,TAG,[M+NH4]+,54,5,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"113, 114",,NA,NA,0,1
251,115,TAG 56:7 +1O,C59H100O7,938.7807319,938.7808132,-0.086518316,1146.499885,938.7801199,938.7814165,1145.640296,1147.873966,4,27223880.18,9215718.982,12432348.46,12920894.97,5113900.87,19727,5,67577,920.7469063,TAG,TAG,[M+NH4]+,56,7,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
283,116,PG 48:0,C54H107O10P1,964.7940126,964.7958935,-1.949571216,1149.459807,964.7953819,964.7969221,1143.42629,1152.394134,5,5626464.082,1525165.406,1842095.067,2347945.25,1307325.453,20650,5,33459,946.760187,IP_DAG,PG,[M+NH4]+,48,0,0,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"116, 117",NA,0,0,NA
2831,117,TAG 58:8 +1O,C61H102O7,964.796382,964.7958935,0.506319647,1149.459807,964.7953819,964.7969221,1143.42629,1152.394134,5,5626464.082,1525165.406,1842095.067,2347945.25,1307325.453,20650,5,68697,946.7625564,TAG,TAG,[M+NH4]+,58,8,1,1,0,0,0,1,0,0,0,0,0,0,C1; C3c,,,"116, 117",NA,NA,0,1
310,118,TAG 64:14,C67H102O6,1020.801467,1020.801638,-0.167106815,1156.656947,1020.801208,1020.802027,1156.183301,1159.168272,5,19084336.47,25946036.23,32401660.39,40094483.51,12348518.35,22056,5,72295,1002.767642,TAG,TAG,[M+NH4]+,64,14,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
319,119,TAG 66:12,C69H110O6,1052.864068,1052.863804,0.250017587,1147.862178,1052.863528,1052.864081,1147.85039,1147.873966,2,15077597.3,7781642.829,9620661.823,7296880.819,1825709.217,22681,5,73380,1034.830242,TAG,TAG,[M+NH4]+,66,12,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"119, 193",,,NA,NA,0,1
321,120,TAG 66:11,C69H112O6,1054.879718,1054.878308,1.33652554,1147.671157,1054.87351,1054.879156,1144.977148,1152.483416,5,5215420.316,6241846.3,8592792.958,6504812.405,2732468.845,22726,5,73345,1036.845892,TAG,TAG,[M+NH4]+,66,11,0,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"120, 1608",,,NA,NA,0,1
325,121,TAG 66:13 +2O,C69H108O8,1082.838247,1082.838327,-0.074029878,1144.977148,1082.837261,1082.839167,1139.025753,1147.671157,3,4148460.034,413070.5135,1055149.675,2182958.416,1604265.388,23177,5,73429,1064.804421,TAG,TAG,[M+NH4]+,66,13,2,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
327,122,TAG 66:12 +2O,C69H110O8,1084.853897,1084.854432,-0.493039422,1161.207887,1084.85436,1084.854504,1161.055186,1161.360588,2,5073425.978,3016584.518,4815485.303,4542459.059,2309168.593,23194,5,73394,1066.820071,TAG,TAG,[M+NH4]+,66,12,2,1,0,0,0,0,0,1,0,0,0,0,C1; C3r,"122, 701",,,NA,NA,0,1
338,123,DGDG 48:2 +1O,C63H116O16,1146.860164,1146.861051,-0.773374483,1157.91261,1146.861018,1146.861084,1156.656947,1159.168272,2,60387659.4,106060.4952,300186.8528,0,3298640.623,23974,5,12532,1128.826339,IP_DAG,DGDG,[M+NH4]+,48,2,1,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,0,1,NA
345,124,TAG 70:11 +4O,C73H120O10,1174.921977,1174.921811,0.141229004,1152.12012,1174.92101,1174.922611,1150.267728,1153.972512,2,3614298.966,970007.718,2467258.901,2027939.989,2051827.67,24267,5,75613,1156.888151,TAG,TAG,[M+NH4]+,70,11,4,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
1108,125,TAG 44:1,C47H88O6,766.6919168,766.6925396,-0.812290158,1190.199363,766.6924858,766.692633,1189.230149,1192.49019,5,1103166450,375041174.1,521954905.7,464832623.9,102568629.2,13020,6,61585,748.6580912,TAG,TAG,[M+NH4]+,44,1,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
2210,126,TAG 46:2,C49H90O6,792.7075669,792.7081543,-0.740955178,1190.199363,792.7080916,792.7082401,1189.230149,1192.49019,5,5848334968,1170579896,1440379561,1289060407,602919438.1,14023,6,62460,774.6737413,TAG,TAG,[M+NH4]+,46,2,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
324,127,TAG 48:3,C51H92O6,818.723217,818.7236219,-0.494551982,1191.405077,818.7235607,818.7237504,1190.199363,1192.49019,5,10171828349,1377552455,1565555023,1396213208,912375191.2,15060,6,63405,800.6893914,TAG,TAG,[M+NH4]+,48,3,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
1010,128,TAG 42:0,C45H86O6,740.6762668,740.6768378,-0.770943885,1190.508221,740.6768103,740.6768766,1189.230149,1192.49019,5,119654531.8,25936743.39,37806646.15,31855098.91,19475671.3,12019,6,60780,722.6424412,TAG,TAG,[M+NH4]+,42,0,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
69,129,TAG 50:4,C53H94O6,844.7388671,844.7392862,-0.496129221,1194.68827,844.7390597,844.739342,1193.544238,1195.016139,5,4159716882,919941833.6,883355234.6,893073449.6,1110017265,16055,6,64350,826.7050415,TAG,TAG,[M+NH4]+,50,4,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
803,130,PE 46:3 +3O,C51H96N1O11P1,930.6793766,930.6783057,1.150738251,1192.37172,930.6775218,930.6788302,1190.199363,1193.544238,4,4718583.202,1705541.328,1854301.246,1127384.928,871910.8556,19404,6,25322,929.6721002,IP_DAG,PE,[M+H]+,46,3,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"130, 131, 132",,NA,0,0,NA
801,131,PG 45:4 +1O,C51H93O11P1,930.6793766,930.6783057,1.150738251,1192.37172,930.6775218,930.6788302,1190.199363,1193.544238,4,4718583.202,1705541.328,1854301.246,1127384.928,871910.8556,19404,6,32775,912.6455511,IP_DAG,PG,[M+NH4]+,45,4,1,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"130, 131, 132",,NA,0,0,NA
802,132,PC 43:3 +3O,C51H96N1O11P1,930.6793766,930.6783057,1.150738251,1192.37172,930.6775218,930.6788302,1190.199363,1193.544238,4,4718583.202,1705541.328,1854301.246,1127384.928,871910.8556,19404,6,39067,929.6721002,IP_DAG,PC,[M+H]+,43,3,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"130, 131, 132",,NA,0,0,NA
81,133,TAG 60:10,C63H102O6,972.8014674,972.8017454,-0.285743473,1190.258852,972.8014215,972.8018261,1187.516405,1191.405077,5,24224788.74,35733361.81,40944279.67,56092535.02,16126552.19,20910,6,69880,954.7676418,TAG,TAG,[M+NH4]+,60,10,0,1,0,0,0,0,0,0,0,0,0,0,C1,,,,NA,NA,0,1
1109,134,TAG 56:8,C59H98O6,920.7701672,920.7704163,-0.27050949,1183.077131,920.7701274,920.7704962,1179.151668,1183.744245,5,596976880.6,304618705.1,367165669.4,366842853,372713220.9,19016,7,67605,902.7363416,TAG,TAG,[M+NH4]+,56,8,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
3,135,TAG 54:7,C57H96O6,894.7545172,894.7547483,-0.258362001,1183.077131,894.7544912,894.7548412,1181.245892,1185.807792,5,8359030466,1088220926,1280483642,1404129226,915761534,17993,7,66485,876.7206916,TAG,TAG,[M+NH4]+,54,7,0,0,0,0,1,0,0,0,0,0,0,0,C2b,,,,NA,NA,0,1
1710,136,TAG 58:9,C61H100O6,946.7858173,946.786036,-0.230998966,1185.283407,946.7859437,946.7861768,1176.941172,1186.001069,5,173416701.6,75257442.14,93282401.52,94408012.7,172757840.8,20002,7,68725,928.7519917,TAG,TAG,[M+NH4]+,58,9,0,0,0,1,0,0,0,0,0,0,0,0,C2a,,,,NA,NA,0,1
5,137,DGCC 41:1 +3O,C51H97N1O11,900.7134402,900.7133252,0.127593541,1183.077131,900.7130095,900.7134241,1181.375084,1183.744245,5,316996187.6,74347859.38,93197970.63,93939934.6,111160433.6,18209,7,4166,899.7061637,IP_DAG,DGCC,[M+H]+,41,1,3,1,0,0,0,0,1,0,0,0,0,0,C1; C3f,,"137, 138, 139",,0,1,0,NA
